mms_id,dlxs_id,alma_value,dlxs_value
990012711290106381,AFK6772.0001.001,"Corney, Peter, -1836."," Corney, Peter, d. 1836."
990012713970106381,AFK7042.0001.001,"Van Denburgh, Elizabeth Douglas Turrill."," Van Denburgh, Elizabeth Douglas (Turrill), Mrs."
990012754880106381,AFL1247.0001.001,"Folkmar, Daniel, 1861-1932."," Folkmar, Daniel, 1861-1932."
990012754900106381,AFL1249.0001.001,"Kroeber, A. L. (Alfred Louis), 1876-1960."," Kroeber, A. L. (Alfred Louis), 1876-1960."
990012771440106381,AFL2930.0001.001,"Colum, Padraic, 1881-1972."," Colum, Padraic, 1881-1972."
990012771450106381,AFL2931.0001.001,"Colum, Padraic, 1881-1972."," Colum, Padraic, 1881-1972."
990012771490106381,AFL2935.0001.001,"Thorpe, Cora Wells, Mrs."," Thorpe, Cora Wells, Mrs."
990012771500106381,AFL2936.0001.001,"Thrum, Thomas G. (Thomas George), 1842-1932."," Thrum, Thomas G. (Thomas George), 1842-1932."
990012771510106381,AFL2937.0001.001,"Thrum, Thomas G. (Thomas George), 1842-1932."," Thrum, Thomas G. (Thomas George), 1842-1932."
990012771520106381,AFL2938.0001.001,"Westervelt, W. D. (William Drake), 1849-1939."," Westervelt, W. D. (William Drake), 1849-1939."
990012771550106381,AFL2941.0001.001,"Westervelt, W. D. (William Drake), 1849-1939."," Westervelt, W. D. (William Drake), 1849-1939."
990028697380106381,AQA5919.0001.001,"Quintos, Felipe."," Quintos, Felipe."
990028697390106381,AQA5920.0001.001,"Rama, Elpidio S."," Rama, Elpidio S."
990028697400106381,AQA5921.0001.001,"Rama, Esteban de la."," Rama, Esteban de la."
990028697410106381,AQA5922.0001.001,"Rama, Esteban de la."," Rama, Esteban de la."
990028758900106381,AQB2115.0001.001,"Ángeles, Román de los."," De los Angeles, Roman."
990028758930106381,AQB2118.0001.001,D.D.A.M., D.D.A.M.
990028759220106381,AQB2147.0001.001,"Paterno, Pedro Alejandro, 1857-1911."," Paterno, Pedro A. (Pedro Alejandro), 1857-1911."
990028759240106381,AQB2149.0001.001,"Paterno, Pedro Alejandro, 1857-1911."," Paterno, Pedro A. (Pedro Alejandro), 1857-1911."
990028759250106381,AQB2150.0001.001,"Paterno, Pedro Alejandro, 1857-1911."," Paterno, Pedro A. (Pedro Alejandro), 1857-1911."
990028759260106381,AQB2151.0001.001,"Paterno, Pedro Alejandro, 1857-1911."," Paterno, Pedro A. (Pedro Alejandro), 1857-1911."
990028774010106381,AQB3636.0001.001,"Paterno, Pedro Alejandro, 1857-1911."," Paterno, Pedro A. (Pedro Alejandro), 1857-1911."
990028812540106381,AQB7519.0001.001,"Feeney, Thomas J. (Thomas John), 1894-1955."," Feeney, Thomas J. (Thomas John), 1894-1955."
990028972310106381,AQG9885.0001.001,"Lozano, Raymundo, 1826-1897."," Lozano, Raymundo, 1826-1897."
990028972350106381,AQG9889.0001.001,"Magat, Gil."," Magat, Gil."
990028993210106381,AQH1997.0001.001,"Fojas, Justo Claudio."," Fojas, Justo Claudio."
990028993220106381,AQH1998.0001.001,"Rama, Vicente, 1887-1956."," Rama, Vicente, 1887-1956."
990028993940106381,AQH2070.0001.001,"De Jesus, Jose Corazon, 1894-1932."," De Jesus, Jose Corazon, 1894-1932."
990028993970106381,AQH2073.0001.001,"De Jesus, Jose Corazon, 1894-1932."," De Jesus, Jose Corazon, 1894-1932."
990029027800106381,AQH5491.0001.001,"Sánchez de la Rosa, Antonio."," Sánchez de la Rosa, Antonio."
990029027800106381,AQH5491.0002.001,"Sánchez de la Rosa, Antonio."," Sánchez de la Rosa, Antonio."
990029028380106381,AQH5549.0001.001,"Gutierrez, Manuel de Huesca."," Gutierrez, Manuel de Huesca."
990029028460106381,AQH5557.0001.001,"Bianconi, Alfonso M."," Bianconi, Alfonso M."
990029028740106381,AQH5585.0001.001,"Ledesma, Nemesio."," Ledesma, Nemesio."
990029028760106381,AQH5587.0001.001,"Ledesma, Nemesio."," Ledesma, Nemesio."
990029028830106381,AQH5594.0001.001,"Ledesma, Nemesio."," Ledesma, Nemesio."
990029028880106381,AQH5599.0001.001,"Cruz, Fruto."," Cruz, Fruto."
990029048240106381,AQH7543.0001.001,"Dimalanta, Gavino."," Dimalanta, Gavino."
990029048260106381,AQH7545.0001.001,"Kardinas Pantaleon V., 1894-1959."," Kardinas Pantaleon V., 1894-1959."
990029048320106381,AQH7551.0001.001,"Fernández, Melchor, 1762-1840."," Fernández, Melchor, 1762-1840."
990029048340106381,AQH7553.0001.001,"Vidal, Francisco."," Vidal, Francisco."
990029048560106381,AQH7575.0001.001,"Cruz, Fruto."," Cruz, Fruto."
990029060980106381,AQH8828.0001.001,"Plu, Angel F. del."," Plu, Angel F. del."
990029061150106381,AQH8845.0001.001,"Fabo, Anǵel."," Fabo, Anǵel."
990029061820106381,AQH8913.0001.001,"Vendido, Jose."," Vendido, Jose."
990029076720106381,AQJ0419.0001.001,"Pellicer, Mariano, 1802-1844."," Pellicer, Mariano, 1802-1844."
990029093440106381,AQJ2106.0001.001,"Perfecto, Mariano, 1858-"," Perfecto, Mariano, b. 1858"
990029094450106381,AQJ2207.0001.001,"Perfecto, Joaquin A."," Perfecto, Joaquin A."
990033173340106381,ASG4547.0001.001,"Ignacio, Rosendo."," Ignacio, Rosendo."
990033174320106381,ASG4645.0001.001,"Verzosa, Paul R."," Verzosa, Paul R."
990033182760106381,ASG5500.0001.001,"Romero Salas, J. Ma. (José Ma.)"," Romero Salas, J. Ma. (José Ma.)"
990033182790106381,ASG5503.0001.001,"Paterno, Pedro Alejandro, 1857-1911."," Paterno, Pedro Alejandro, 1857-1911."
990033210230106381,ASG8255.0001.001,"Taft, William H. (William Howard), 1857-1930."," Taft, William H. (William Howard), 1857-1930."
990033283660106381,ASH5654.0001.001,"Romuáldez, Norberto, 1875-1941."," Romuáldez, Norberto, 1875-1941."
990033317250106381,ASH9042.0001.001,"Ricarte, Artemio, 1866-1945."," Ricarte, Artemio, 1866-1945."
990033377220106381,ASJ5083.0001.001,"Santos, Jose P."," Santos, Jose P."
990033426530106381,ASK0052.0001.001,"Tornow, Max L."," Tornow, Max L."
990033430280106381,ASK0427.0001.001,"Millán y Villanueva, Camilo."," Millan y Villanueva, Camilo."
990033435910106381,ASK0996.0001.001,"Riley, Charles S."," Riley, Charles S."
990033436150106381,ASK1020.0001.001,University of the State of New York. Visual Instruction Division.,University of the State of New York. Division of Visual Instruction.
990035105780106381,ATE0208.0001.001,"Guzzoni, Felice."," Guzzoni, Felice."
990035201120106381,ATE9809.0001.001,"Robertson, James Alexander, 1873-1939."," Robertson, James Alexander, 1873-1939."
990035278640106381,ATF7590.0001.001,"Reed, William Allan."," Reed, William Allan."
990035278650106381,ATF7591.0001.001,"Scheerer, Otto."," Scheerer, Otto."
990035278660106381,ATF7592.0001.001,"Perez, Ricardo P. Fray Angel."," Perez, Ricardo P. Fray Angel."
990035278670106381,ATF7593.0001.001,"Saleeby, Najeeb M. (Najeeb Mitry), 1870-"," Saleeby, Najeeb M. (Najeeb Mitry), b. 1870."
990035278680106381,ATF7594.0001.001,"Saleeby, Najeeb M. (Najeeb Mitry), 1870-"," Saleeby, Najeeb M. (Najeeb Mitry), b. 1870."
990035278700106381,ATF7596.0001.001,"Clapp, W. C. (Walter Clayton), -1915."," Clapp, W. C. (Walter Clayton), d. 1915."
990035602720106381,ATK0888.0001.001,"Sempio, Antonio G."," Sempio, Antonio G."
990035602730106381,ATK0889.0001.001,"Martin, Francisco Legal."," Martin, Francisco Legal."
990035602750106381,ATK0891.0001.001,"Invernizio, Carolina, 1851-1916."," Invernizio, Carolina, 1851-1916."
990035602770106381,ATK0893.0001.001,"Sevilla, Jose N., 1880-1946."," Sevilla, José N., 1880-1946."
990035609430106381,ATK1562.0001.001,"Regalado, Iñigo Ed."," Regalado, Iñigo Ed."
990035609460106381,ATK1565.0001.001,"Calderón, Sofronio G."," Calderon, Sofronio G."
990035609570106381,ATK1576.0001.001,"Valmonte, Engracio L."," Valmonte, Engracio L."
990035609580106381,ATK1577.0001.001,"Hernandez at Peña, Valeriano."," Hernandez at Peña, Valeriano."
990035609600106381,ATK1579.0001.001,"Lázaro, Juan Rivera."," Lázaro, Juan Rivera."
990035609610106381,ATK1580.0001.001,"Castro, Remigio Mat."," Castro, Remigio Mat."
990035609630106381,ATK1582.0001.001,"Castillo, Feliciano."," Castillo, Feliciano."
990035609660106381,ATK1585.0001.001,"Tolentino, Aurelio."," Tolentino, Aurelio."
990035610060106381,ATK1625.0001.001,"Sevilla, Jose N., 1880-1946."," Sevilla, Jose N., 1880-1946."
990035610090106381,ATK1628.0001.001,"Morante, Jose."," Morante, Jose."
990035618480106381,ATK2473.0001.001,"Tolentino, Aurelio."," Tolentino, Aurelio."
990035618480106381,ATK2473.0002.001,"Tolentino, Aurelio."," Tolentino, Aurelio."
990035638210106381,ATK4452.0001.001,U. O. F., U. O. F.
990035649020106381,ATK5538.0001.001,"Rivera, Jose Maria."," Rivera, Jose Maria."
990035670030106381,ATK7649.0001.001,"Ignacio, Cleto R."," Ignacio, Cleto R."
990035670040106381,ATK7650.0001.001,"Reynoso, Tomas V."," Reynoso, Tomas V."
990035681090106381,ATK8758.0001.001,"Braddon, M. E. (Mary Elizabeth), 1835-1915."," Braddon, M. E. (Mary Elizabeth), 1837-1915."
990035681110106381,ATK8760.0001.001,"Ignacio, Rosendo."," Ignacio, Rosendo."
